Name,Team,PlayerId
Jose Franco,CIN,sa3008714
Henry Lalane,NYY,sa3016066
Leandro Calderon,TEX,sa3016748
Rolando Gutierrez,ATL,sa3018372
Abdiel Medina,SEA,sa3009206
Jean Munoz,SEA,sa3016594
Rayner Castillo,DET,sa3015487
Jorge Martinez,SFG,sa3016472
Aldo Leija,SDP,sa3018330
Andres Silvera,PIT,sa3016284
Shea Barry,HOU,sa1170345
Adriel Gonzalez,OAK,sa3009230
Roger Rodriguez,OAK,sa3009234
Fernando Perez,TOR,sa3018826
Randy Lara,,sa3016245
Mauricio Estrella,SFG,sa3018857
Jose Catano,KCR,sa3011683
Brock Selvidge,NYY,sa3017950
Lisander De La Cruz,SFG,sa3015361
Henry Baez,SDP,sa3016584
Emmanuel Reyes,KCR,sa3019071
Felix Arronde,KCR,sa3016526
Reynardo Cruz,CIN,sa3016032
Yorman Gomez,CLE,sa3015931
Ricardo Silva,,sa3002986
Frederic Garcia,CLE,sa3006575
Delvis Alegre,MIA,sa3006352
Didier Fuentes,ATL,sa3018841
Arij Fransen,CIN,sa3015369
Maxwel Hernandez,PHI,sa3018822
Luis Serna,NYY,sa3016528
Enmanuel De La Cruz,,sa3010378
Darlin Saladin,STL,sa3015949
Sadiel Baro,LAA,sa3019136
Miguel Olivares,MIN,sa3018813
Luis Gomez,PHI,sa3006376
Samuel Rodriguez,CHC,sa3015438
Freddery Paulino,,sa3005881
Jonney Rosario,SDP,sa3016616
Luis Bermudez,SFG,sa3018317
Hunter Parks,CIN,sa3017640
Jonathan Petit,PHI,sa3016842
Claudio Galva,COL,sa3016274
David Morillo,SEA,sa3009610
Rolfi Jimenez,SFG,sa3016471
Brayan Mendoza,TEX,sa3015477
Alvaro Mejias,BOS,sa3017657
Lisandro Almonte,ARI,sa3015497
Dan Hammer,BAL,sa3011525
Melvin Pineda,SFG,sa3018815
Mauricio Veliz,KCR,sa3015959
Anfernny Reyes,MIL,sa3018807
Bryan Perez,COL,sa3016515
Eybersson Polanco,BOS,sa3018301
Evelio Hernandez,CLE,sa3019487
Luis Vizcaino,MIA,sa3011812
Austin Aldeano,CLE,sa3016259
Ricardo Estrada,SFG,sa3016017
Domingo Mejia,MIL,sa3016622
Bryan Bautista,BAL,sa3018820
Luis Arejula,NYY,sa3016619
Javier Fuenmayor,PHI,sa3015965
Jhosep Chirinos,SDP,sa3019144
Abel Brito,CLE,sa3015458
Victor Simeon,TEX,sa3011677
Jesus A. Rodriguez,DET,sa3016281
Deretd Parra,TEX,sa3011624
Ricardo Yan,ARI,sa3016056
Gerelmi Maldonado,SFG,sa3016018
Jose Valdez,ARI,sa3011438
Ismael Mota,SFG,sa3016586
Wilmer Ortega,STL,sa3009788
Osbriel Mogollon,MIL,sa3019150
Gerlin Rosario,TBR,sa3019251
Alejandro Manzano,OAK,sa3019125
Carlos Sarmiento,OAK,sa3016593
Redinson Gomez,COL,sa3016612
Marcos  Fortunato,WSN,sa3019391
Alexander Beltre,STL,sa3015444
Jose Nodal,HOU,sa3009754
Ismael Luciano,COL,sa3016227
Gustavo Rivas,WSN,sa3016503
Gerado Salas,STL,sa3016216
Joiner Vicent,,sa3015439
Reibyn Corona,ATL,sa3009521
Doimil Perez,WSN,sa3017104
Jefrem Leon,WSN,sa3016019
Juan Oramas,NYM,sa3018853
Ricardo Leon,,sa3007601
Brayan Palencia,SFG,sa3016011
Abel Mercedes,HOU,sa3017013
Wilkerman Munoz,TEX,sa3016487
Alexander Alberto,TBR,sa3015986
Luis Osorio,BAL,sa3015988
Deyer Zapata,ARI,sa3016063
Sergio Caruci,TOR,sa3015448
Orlando Gil,TEX,sa3008707
Jairo Vasquez,BAL,sa3010578
Javier Chacon,SDP,sa3015312
Alexander Johnson,CIN,sa3015278
Jhoniel Serrano,MIA,sa3016710
Patricio Aquino,MIL,sa3016510
Pedro Garcia,DET,sa3018872
Carlos Gutierrez,MIN,sa3009226
Biembenido  Brito,TEX,sa3019257
Daniel Corniel,MIL,sa3019395
Frankeli Arias,CHW,sa3018352
Olmandi Diaz,CLE,sa3016484
Kristian Cardozo,SEA,sa3014706
Luis Cohen,BOS,sa3019269
David Tiburcio,LAD,sa3016010
Luis Gonzalez,PHI,sa3019164
Donal Montas,DET,sa3019394
Edgar Portes,BAL,sa3015386
Jose Ramirez,BAL,sa3015929
Pedro Almanzar,CLE,sa3015967
Abrahan Tejada,CLE,sa3019146
Manuel Cazorla,LAA,sa3018829
Isaias Uribe,PIT,sa3016486
Luis Joseph,LAD,sa3016602
Bryan Polanco,WSN,sa3016915
Santiago Quintero,LAA,sa3019072
Candido Cuevas,NYM,sa3018305
Rafael Garcia,MIL,sa3008702
Elkyn Chirinos,CIN,sa3011775
Diego Navarro,CLE,sa3016591
Keneth Quintanilla,PIT,sa3016796
Edwin Moreno,DET,sa3019166
Bryan Mena,COL,sa3016613
Cesar Jimenez,ARI,sa3019381
Brayan Restituyo,OAK,sa3015461
Luis Hernandez,TBR,sa3018812
Yenrri Rojas,CHC,sa3018366
Daniel Guerrero,NYY,sa3017789
Willian Colmenares,BOS,sa3018852
Rolando Sirit,DET,sa3010245
Aldrin Batista,LAD,sa3019119
Joneiker Arellano,CIN,sa3018831
Bernardo Hiraldo,WSN,sa3009812
Johan Simon,TOR,sa3015481
Alessandro Ercolani,PIT,sa3016714
Jeffrey German,PHI,sa3018324
Kevin Briceno,MIL,sa3017317
Jared Albir,MIL,sa3016263
Johnny Grullon,SFG,sa3016600
Javier Tovar,CLE,sa3016944
Ledwin Taveras,MIN,sa3019065
Alain Pena,HOU,sa3019050
Vince Sanchez,ARI,sa3019298
Jeremy Molero,HOU,sa3006110
Danny Chang,,sa3009989
Weskendry Espinoza,KCR,sa3016046
Gerson Balbino,COL,sa3019067
Jose Gonzalez,TEX,sa3015415
Ronny Robles,CHW,sa3019256
Derek Corro,OAK,sa3019259
Gerson Calzadilla,MIL,sa3016621
Albert Rivas,ATL,sa3018286
Jorge Rodriguez,NYM,sa3016459
Edgar Isea,ARI,sa3009936
Eliecer Bata,PHI,sa3019254
Gabriel Agrazal,CHC,sa3017143
Yohemy Nolasco,CHW,sa3016500
Ezequiel Ventura,PHI,sa3011859
Yojeiry Osoria,PIT,sa3016583
Emilio Castillo,KCR,sa3016812
Nyan Hernandez,TEX,sa3009475
Pedro Reyes,PHI,sa3015994
Rodolfo Garrido,NYM,sa3018355
Gabriel Agostini,WSN,sa3015488
Yordanny Monegro,BOS,sa3015476
Rony Cruz,COL,sa3016611
Mario Perez,MIL,sa3010131
Enrique Segura,PHI,sa3019147
Smil Guzman,BOS,sa3019249
Milleran Cedano,LAA,sa3015469
Brayan Medina,MIN,sa3014705
Adrion Lacle,BAL,sa3015399
Vitico Valdez,ARI,sa3017472
Samir Chires,SFG,sa3016254
Baltazar Arredondo,TBR,sa3016289
Yoscar Pimentel,ARI,sa3009599
Nelfy Ynfante,STL,sa3019149
Justin Lange,NYY,sa3014517
David Lorduy,CIN,sa3019135
Waylin Santana,LAD,sa3015425
Frank Moreno,DET,sa3019294
Fernando Ortega,PHI,sa3009459
Jose Rojas,SFG,sa3015486
Darling Solano,MIL,sa3019246
Enmanuel Pinales,SDP,sa3018832
Gabriel Rodriguez,CHW,sa3016784
Engels Martinez,,sa3009497
Ernesto Mercedes,NYM,sa3018835
Jose Olivares,MIN,sa3016267
Yeriel Santos,HOU,sa3018891
Miguel Segura,MIL,sa3015426
Reimy Beltre,HOU,sa3008680
Victor Garcia,CLE,sa3015930
Eward Rodriguez,TEX,sa3018293
Wande Torres,MIL,sa3019165
Jean Carlos Reyes,BOS,sa3016508
Juan Martinez,CIN,sa3016278
Jose Aguirre,ARI,sa3016057
Manuel Perez,OAK,sa3019373
Mauricio Bascunan,ARI,sa3009461
Rodolfo De La Cruz,MIA,sa3019398
Walbert Urena,LAA,sa3018298
Sandy Mejia,HOU,sa3019141
Jose Montero,CIN,sa3018312
Ricardo Montero,LAD,sa3018370
Jaydenn Estanista,PHI,sa3016230
Kenny Pinto,CLE,sa3015420
Edinson Valdespina,LAA,sa3017875
Marino Santy,CHC,sa3017422
Diego Chiquillo,PIT,sa3016582
Jesus Rivero,MIL,sa3017012
Ronny Oliver,STL,sa3016624
Lisander Brito,SEA,sa3008704
Wilson Betemit Jr.,KCR,sa3016512
Dencer Geraldo,MIL,sa3017619
Wanmer Ramirez,DET,sa3018904
Cristopher Cruz,PIT,sa3015301
Jonathan Salazar,PIT,sa3016518
Martin Salazar,CIN,sa3009506
Oscar Paredes,MIN,sa3016040
Luis Joseph,PIT,sa3016228
Kenyi Perez,CHC,sa3016008
Jhonly Taveras,ATL,sa3018847
Richy Valdez,KCR,sa3019083
Juan De La Cruz,MIA,sa3019171
Yorman Galindez,MIL,sa3018322
Jheremy Vicente,KCR,sa3016527
Sulivan Ribeiro,OAK,sa3016747
Luis Sanchez,BAL,sa3015219
Omar Victorino,NYM,sa3019273
Vladimir Davila,CIN,sa3016585
Danyony Pulido,PHI,sa3015502
Sebastian Javier,TBR,sa3016606
Stephen Vargas,TOR,sa3015283
Moises Lira,ARI,sa3019058
Ismael Agreda,TEX,sa3017010
Roger Duran,,sa3016062
Andy Garcia,MIL,sa3015404
Melkis Hernandez,CLE,sa3019148
Henrison Mota,MIL,sa3016801
Joel Jimenez,CHC,sa3009532
Marcos Eusebio,,sa3009264
Ronaldo Guzman,CHW,sa3009621
Nixon Parra,ARI,sa3016520
Johan Otanez,WSN,sa3009782
Issac Solano,BAL,sa3011441
Jose Contreras,CLE,sa3016229
Adrian Martinez,CHC,sa3016049
Yendy Gomez,LAA,sa3016287
Daniele Di Monte,DET,sa3011340
Junior Pina,BAL,sa3016911
Bryan Hernandez,LAA,sa3016524
Starlyn Pichardo,CHC,sa3016774
Keynan Middleton,,15264
Ricardo Sánchez,,17581
Spencer Patton,,12361
Nik Turley,,5530
Rob Zastryzny,PIT,15094
Dillon Peters,,18790
Taylor Broadway,BOS,sa3017205
Bubby Rossman,,17179
Luis Contreras,MIL,sa3010362
Ricardo Pinto,,16318
CD Pelham,,19820
Jeremy Rhoades,,sa827471
Paul Fry,,15832
Roel Ramírez,ATL,16470
Tanner Andrews,SFG,sa3007850
Sam Coonrod,PHI,17264
Jackson Rees,TOR,sa3007818
Tanner Tully,NYY,19518
Kyle Nicolas,PIT,sa3014523
Aneurys Zabala,,20802
Ryan Boyer,TOR,sa3018151
Ryder Ryan,SEA,sa829853
Tony Watson,,3132
Zach McAllister,ARI,2895
Angel Felipe,SDP,sa881181
Raynel Espinal,,19516
Dedniel Núñez,NYM,sa3004203
Joe Palumbo,,17035
Brett Eibner,,11369
Patrick Ruotolo,,sa856262
Sean Guenther,DET,20045
Mitchell Stumpo,ARI,sa3011585
Oliver Pérez,,1514
Zac Leigh,CHC,sa3017873
Josh Lindblom,,7882
Matt Vogel,,sa738652
Cam Vieaux,LAA,19529
Matt Andriese,,12022
PJ Poulin,COL,sa3007223
Evan Gates,SFG,sa3017311
Joakim Soria,,6941
Aaron Brooks,SDP,12272
Marcus Walden,,8004
Beau Sulser,,23420
Danny Young,ATL,18439
Derek Law,CIN,13133
Jimmy Burnette,TOR,sa3017367
Taylor Rashi,ARI,sa3011597
Ryan Fernandez,BOS,sa3007996
McKinley Moore,PHI,sa3010257
Parker Mushinski,HOU,21324
Jake Petricka,,10534
Andrew Saalfrank,ARI,sa3011219
Stephen Gonsalves,CHC,15492
Josh Walker,NYM,sa3004488
Steven Wright,,8185
Jhon Romero,,19940
Trevor Lane,,sa918196
Kyle Lobstein,,9178
Brendon Little,CHC,21574
Denyi Reyes,NYM,20526
Oliver Drake,TBR,8823
Allen Webster,,3993
Jesus Tinoco,,16300
Bryan Hudson,LAD,sa874984
Jharel Cotton,,13654
Ramon Santos,WSN,sa657843
Chandler Jozwiak,MIA,sa3017307
Dylan Covey,,14825
Art Warren,NYY,18251
Félix Peña,,13403
Kade McClure,SFG,sa915622
Peter Tago,,sa548162
Tyler Eckberg,MIA,sa3017365
Sam Tuivailala,,13485
Zac Houston,NYY,sa874155
Ryan Middendorf,MIL,sa3019506
Johan Quezada,,20643
Jairo Díaz,,12774
Brooks Kriske,KCR,21189
Matthias Dietz,,sa875993
Oddanier Mosqueda,BOS,sa917882
Evan Lee,WSN,24988
Darren O'Day,,3321
Brian Metoyer,NYM,sa3008361
Daysbel Hernández,ATL,sa3006065
Mitch Horacek,,sa550295
Matt Hardy,MIL,sa3004120
Kyle Barraclough,,13713
Zac Lowther,BAL,20243
Jon Olczak,,sa875297
Josh Graham,,sa658525
Mike Mayers,,15451
Dusten Knight,,16537
Derek Holland,,4141
Juan Mota,,sa917387
Brett Schulze,PHI,sa3011195
Yoshihisa Hirano,,19756
Clay Helvey,SFG,sa3007459
Reagan Todd,COL,sa3006946
Tyler Samaniego,PIT,sa3017876
Brandon Waddell,,18347
Jakob Hernandez,PHI,sa3004823
Edgar Santana,,17355
Zach Neal,,11294
Hunter McMahon,MIN,sa3010658
Francisco Perez,,21018
Nick Duron,SFG,21092
Austin Adams,,7411
Theo Denlinger,CHW,sa3016908
Nelson Gonzalez,,sa506311
Alex Powers,,sa621533
Jake Walsh,STL,20227
Peter Solomon,ARI,20476
Andy Otero,,sa506550
Marcos Diplán,,17583
Frankie Bartow,,sa3007205
Eric Hanhold,SDP,18332
Ty Buttrey,HOU,14719
Collin Wiles,MIL,15106
Adam Conley,,14457
Thomas McIlraith,,sa875253
Tyler Matzek,ATL,10058
Josh James,,16794
Mike Ellenbest,,sa918550
Miguel Sánchez,,20074
Jared Robinson,ATL,sa829022
Kyle Backhus,ARI,sa3017068
J.C. Flowers,PIT,sa3011493
Cy Sneed,,16106
James Pazos,,13323
Jesús Reyes,,19277
Logan Allen,COL,18555
Jack Labosky,,sa3006809
Fred Schlichtholz,SDP,sa3004455
Chase Cohen,OAK,sa3007477
Angel Rondón,,22036
John Gavin,SFG,sa829790
Williams Jerez,,14338
Tayron Guerrero,CIN,11691
Austin Pruitt,,15290
Tyler Higgins,,sa503722
Joe Harvey,,16459
Ethan DeCaster,,sa3007732
Zac Rosscup,,9419
Chase Shugart,BOS,sa3008548
Albertus Barber,PHI,sa1172728
Josh Dye,KCR,sa3007485
Nick Dombkowski,PIT,sa3017201
Kevin McCarthy,,15240
Luis González,,sa550522
Tyler Viza,,sa738610
Gerardo Reyes,LAA,16306
Tyler Pike,,sa657974
Jared Solomon,CIN,23425
Dalton Moats,,sa738506
Bryan Bonnell,,sa658824
Ivan Pelaez,,sa3004441
Thomas Burrows,,sa874215
Sam Wolff,,sa503437
Gerson Bautista,,19256
Ryan Walker,SFG,sa3007594
Nate Jones,,4696
Steve Cishek,,6483
Eric Torres,LAA,sa3017262
Kyle McGowin,,15071
Luke Leftwich,,sa857567
Tyler Jones,,sa3007999
Reymin Guduan,,13058
Yefry Ramírez,,15655
Phoenix Sanders,BAL,20541
Abner Uribe,MIL,sa3008177
Jonathan Cheshire,,sa3004362
Emerson Hancock,SEA,sa3014456
Matt Carasiti,COL,13276
Brandon Koch,,sa875026
Trevor Bettencourt,,sa918556
Joe LaSorsa,TBR,sa3010137
Scott Engler,,sa918353
Corbin Clouse,,sa918605
Yaisel Sierra,,sa909930
Evan Kruczynski,,sa3004341
Branden Kline,,14101
Gerardo Carrillo,WSN,sa3002790
Michael Feliz,,11903
Ryan Loutos,STL,sa3016850
Keury Mella,,15964
Tommy Milone,SEA,7608
Cody Ponce,,17920
Tyler Beck,MIN,sa3010563
Zach Wolf,,sa3008071
Nolan Hoffman,BAL,sa3007471
Jose Adames,,sa597194
Jacob Bosiokovic,,sa918394
Jace Vines,KCR,sa917985
Drew Anderson,,15130
David Hale,,9756
Akeel Morris,,12185
Billy Sullivan,PHI,sa3014918
Ethan Routzahn,SDP,sa3017206
Keone Kela,,14696
Braxton Roxby,CIN,sa3014811
Eric Stout,CHC,16873
Jose Quezada,SDP,sa3008375
Grant Anderson,TEX,sa3006706
Francisco Liriano,,3201
Luis Castillo,,20638
Jared Hughes,,9325
Blake Weiman,SEA,sa3004211
Daniel Robert,TEX,sa3009856
Ryan Hartman,,19480
Gerson Moreno,,sa736656
Luke Murphy,LAA,sa3017653
Fernando Rodney,,494
Jacob Webb,BOS,sa3017547
Dovydas Neverauskas,,11604
Ljay Newsome,SFG,19942
Brad Brach,,6627
Tony Sipp,,8280
Juan Then,SEA,sa3002793
Henry Martinez,,sa828216
Scott Boches,,sa3004022
Ronald Peña,,sa658287
Miguel Figueroa,,sa916836
Bradley Roney,,sa598926
Jeff Bain,ARI,sa829808
Cale Coshow,,sa738313
Nolan Blackwood,,sa874212
Seth Mayberry,SDP,sa3010244
Eduard Bazardo,BAL,20997
Carson LaRue,,sa918324
Mike Dunn,,9948
Hyeon-Jong Yang,,27513
Diego Moreno,,6238
Ben Lively,CIN,14932
Riley Ferrell,,sa874967
J.C. Mejía,MIL,20617
Jhan Mariñez,,5830
James Bourque,,16668
Héctor Santiago,,4026
Daniel Camarena,SDP,14467
Brandon Kintzler,,9939
Sean Rackoski,TOR,sa3006964
Alex Colomé,,6661
William Woods,NYM,25075
Dan Otero,,7385
Félix Paulino,,sa828972
Brandon Workman,,11428
Jack Wynkoop,,sa875060
Jake Higginbotham,DET,sa3007590
Adonis Medina,,19903
Osiris German,MIN,sa3003046
Evan Sisk,,sa3007612
Walker Powell,CHC,sa3017815
Daniel Álvarez,,sa828462
Danis Correa,CHC,sa3002980
Dominic LoBrutto,BOS,sa3004573
Blake Rivera,SFG,sa3008261
Mac Sceroler,CIN,22218
Emmanuel Ramirez,,sa736752
Taylor Lehman,PHI,sa3007834
Caleb Smith,,14875
Tyler Mitzel,MIA,sa3007862
Ryan Mason,,sa856254
Héctor Rondón,BOS,2391
Junior Garcia,,sa737032
Ryan Burr,TBR,17536
Jordan Leasure,LAD,sa3017607
Justin Grimm,,11720
Tyler Erwin,,sa918535
Jose Alvarez,,5358
Connor Sadzeck,,13483
Rafael Dolis,,4185
Taylor Guilbeau,,18306
Ryan Lawlor,,sa875198
Cameron Leonard,TBR,sa3016912
Colten Brewer,TBR,12997
Drew Carlton,SDP,19868
Felipe Tejada,CHW,sa873145
Aaron Pinto,CLE,sa3006823
Sterling Sharp,,19671
Drew Steckenrider,SEA,18806
Reid Morgan,SEA,sa3009860
Matt Peacock,TOR,20339
Andrew Schwaab,,sa857571
Fitz Stadler,TOR,sa876081
Braden Webb,,sa876362
Alex Royalty,CLE,sa3006825
Jeremy Jeffress,,9490
Curtis Taylor,,sa917970
Pedro Strop,CHC,4070
Dalbert Siri,,sa873148
Reed Garrett,,16866
Cam Booser,,sa754843
Jesus Cruz,,20042
Joe Biagini,,13194
Taylor Williams,,14899
Walter Pennington,KCR,sa3014971
Franklyn Kilome,WSN,17861
James Dykstra,,sa503397
David Paulino,,17418
Ivan Armstrong,LAA,sa3006358
Alex Phillips,MIN,sa3008595
Jorge Mercedes,MIA,sa3019110
Taylor Guerrieri,,13616
Eduardo Jiménez,,19642
Cam Bedrosian,,13360
Daniel Stumpf,,13780
Max Green,DET,sa3004092
Jorge Guzman,SFG,17505
Joe Jacques,BOS,sa3007493
Jack Dashwood,LAA,sa3015035
Gabriel Sosa,SEA,sa3011682
Brian Schlitter,,3599
Juan Minaya,,10341
Blaine Hardy,,6499
Nick Vincent,,7555
Wen-Hua Sung,,sa3006694
Kyle Tyler,,22092
Sam Howard,,16265
Jason Creasy,,sa598099
Melvin Adon,SFG,sa873314
Peyton Gray,,sa3008046
Chasen Bradford,,12452
Jimmy Yacabonis,NYM,15157
Erik Manoah Jr.,,sa829063
David Lebron,,sa3006695
A.J. Ladwig,,16266
Shane Greene,,10756
Alejandro Mateo,CHW,sa918495
Taylor Cole,,11964
Stephen Tarpley,,15859
Blake Parker,,5224
Kody Funderburk,MIN,sa3007780
Kyle Zurak,,sa3004864
A.J. Schugel,,11432
Gio González,,7448
Brian Flynn,,12027
Jordan Zimmermann,,4505
Charles Hall,OAK,sa1170906
Rob Kaminsky,,15792
Mike Kickham,,11618
Moises Lugo,SDP,sa3002814
James Hoyt,,14605
Luis Ledo,LAA,sa740812
Cameron Junker,PIT,sa3010365
Tanner Anderson,,18029
Jordan Brink,MIN,sa829003
Chris Nunn,,sa658577
Andres Sotillet,,sa917861
Matt Mullenbach,MIN,sa3010581
Jimmie Sherfy,LAD,15118
Kent Hasler,MIL,sa3015089
A.J. Cole,,11467
Dugan Darnell,COL,sa3014876
Matt Blackham,,sa829631
Hunter Stratton,PIT,sa3004216
Devin Sweet,SEA,sa3008340
Kyle Keller,,18890
Tim Holdgrafer,,sa3019458
Ray Black,MIL,14244
Chris Jefferson,SEA,sa3017816
Justin Dillon,,sa659283
Julian Fernández,TOR,18341
Joe Beimel,,979
Alex Wilson,,9239
Andrew Cabezas,MIN,sa3007461
Kyle Johnston,TOR,sa3004571
Sean McLaughlin,,sa659266
Robbie Baker,MIL,sa3008103
Noe Toribio,PIT,sa3003041
Cameron Bishop,,sa829601
Colton Hock,MIA,sa915685
Andrew Lee,,sa856275
Javy Guerra,MIL,17292
Glenn Albanese Jr.,LAA,sa3017302
John Russell,,sa3004771
Hector Lujan,,sa876201
Alex McRae,,16317
Jackson Tetreault,WSN,20565
Anderson Espinoza,SDP,18593
Jensen Elliott,BAL,sa3010775
Brendan Nail,BOS,sa3005359
Nick Ramirez,NYY,12575
Brandon White,,sa918249
Evan Miller,,sa915725
Riley O'Brien,SEA,20348
Kyle Mora,ARI,sa3018281
Sam Freeman,,6832
Brad Bass,,sa829618
Miguel Yajure,SFG,21111
Andrew Miller,,6785
Kyle Zimmer,,14169
Andrew Perez,CHW,sa3006640
Zach Muckenhirn,NYM,sa915809
Juan Mejia,TEX,sa3002949
Will Latcham,,sa3004470
Joe Zanghi,,sa875398
Wander Suero,,15855
Layne Henderson,DET,sa3007718
Luis Amaya,MIL,sa872809
Dereck Rodríguez,,14509
Hunter Wood,,15091
Domingo Tapia,,12178
Jefry Valdez,,sa887660
Seunghwan Oh,,18719
Chris Wright,SFG,sa3011531
Denny Bentley,MIN,sa3007931
Anthony Swarzak,,7466
Marshall Kasowski,LAD,sa3005114
Justin Hagenman,LAD,sa3008022
Thomas Jankins,,sa873276
Garrett Acton,OAK,sa3014787
Johnny Barbato,,11440
Jose Rodriguez,SEA,17860
Edinson Volquez,TEX,3990
Kenny Rosenberg,LAA,20009
Dylan King,LAA,sa3009924
Travis Lakins Sr.,,18600
Yaya Chentouf,DET,sa3006950
Ryan Tapani,WSN,sa3007254
Odalvi Javier,,sa877574
Cristofer Ogando,,20667
Conner Menez,,19199
Arnaldo Hernandez,MIL,sa828154
Luke Barker,,19609
José Mesa Jr.,,sa658593
Zach Linginfelter,PHI,sa3014910
Mike Montgomery,,4869
Spencer Bivens,SFG,sa3018251
Kevin Kopps,SDP,sa3017005
Brody Rodning,TOR,sa3004591
Thomas Pannone,MIL,17281
Nick Hernandez,,sa918109
Yorvin Pantoja,,sa873466
Kelvin Herrera,,6033
Robbie Ross Jr.,,6819
JC Ramírez,,8302
Carson Fulmer,,18311
Walker Lockett,,13804
Tate Scioneaux,,sa857686
Zach Duke,,3840
Alex Speas,TEX,sa917945
Claudio Custodio,,sa547829
Blake Rogers,ARI,sa876290
Bailey Horn,CHC,sa3014493
Vince Vannelle,CHW,sa3018094
Collin Kober,SEA,sa913150
Eric Mock,,sa3010367
Fraser Ellard,CHW,sa3016907
Michael Byrne,CIN,sa3008227
Alex Wells,,19845
Tyler Beede,,16981
Chris Mazza,,14151
Tyler Zombro,TBR,sa873686
John Creel,SEA,sa3018137
Fernando Abad,COL,4994
Kirk McCarty,,20555
Hector Velázquez,,19341
Tommy Eveld,,sa918150
Alberto Guerrero,WSN,sa872514
Mason Melotakis,,sa621016
Ryan Nutof,CIN,sa915630
Matt Wivinis,,sa3002775
Ramón Rosso,,20368
Matt Grace,,11449
Ryan Meisinger,,18105
Tanner Roark,,8753
Blake Workman,ARI,sa3007856
Justin Maese,,sa875002
Yoelvin Silven,CHW,sa3006619
Calvin Coker,OAK,sa3007932
Andrew Edwards,,sa1170614
Aaron Slegers,,15231
Luke Bard,,14288
Andrew Suárez,,18300
Colin McKee,,sa918482
Matt Brill,WSN,sa738328
Jordan Stephens,,sa875031
Sean Kealey,STL,sa3015134
Riley Smith,,19826
Bryan Dobzanski,,sa829656
Jefry Rodriguez,,17018
Joey Marciano,SFG,sa3004637
Zack Burdi,,19159
Zack Leban,MIA,sa3007967
Adolfo Ramirez,LAD,sa3003015
Jared Biddy,COL,sa3011303
Travis MacGregor,,sa917950
Sheldon Reed,CHC,sa3017382
Ben Heller,,15100
Juan Gámez,,sa918731
Justin Miller,,8580
Pablo Garabitos,MIL,sa3007787
Zac Reininger,,15285
Manny Barreda,,10148
Bryan Hoeing,MIA,26304
Ezequiel Zabaleta,,sa887275
Tom Hackimer,,sa872726
Nick Allgeyer,TOR,24486
Moises Gomez,,sa832779
Mac Marshall,,sa829246
Francis Peguero,MIN,sa3005209
Robbie Erlin,,10354
Jeremy Walker,,19981
James Reeves,,sa875266
Alex Scherff,MIN,sa3005397
Brandon Dickson,,6979
Austin Schulfer,MIN,sa3007585
Andrew Baker,PHI,sa3017196
Robinson Martínez,MIA,sa873188
Robert Garcia,MIA,sa915840
Jack Weisenburger,OAK,sa3011607
Dario Gardea,DET,sa3007598
Austin Pope,ARI,sa3010816
Yadier Álvarez,,sa868984
Richard Rodríguez,,13549
Tyler Ferguson,ARI,sa658964
Sean Chandler,,sa876088
Joe Jones,,sa3014870
Blake Whitney,CHC,sa3007966
Brandyn Sittinger,,19192
Robinson Leyer,,14399
Daniel Tillo,SFG,sa876284
Austin Roberts,MIA,sa3010254
Alec Hansen,,sa738344
Joe Corbett,TEX,sa3010237
Billy Lescher,DET,sa3004471
Tyler Stevens,,sa915801
Declan Cronin,CHW,sa3010252
Ryan Weiss,KCR,sa3007778
Adam Kolarek,LAD,10843
A.J. Puckett,,sa738686
Dalton Sawyer,,sa875849
Riley Davis,SEA,sa3018145
David Ellingson,,sa873708
Myles Gayman,CIN,sa3015275
Scott Blewett,,16427
Dayeison Arias,SEA,sa3002812
Brandon Leibrandt,,16135
Tyler Webb,,14974
Ashton Goudeau,,15139
Ryan Eades,,14808
Daniel Ponce de Leon,,16110
Josan Méndez,MIA,sa3006122
Grant Dayton,,11203
Luke Shilling,CHW,sa3014781
Zak Baayoun,,sa3010661
Sal Mendez,,sa739012
Nick Starr,TEX,sa3008488
Matt Koch,COL,13420
Dakota Bacus,,14545
Hever Bueno,,sa738180
Pedro Garcia,CIN,sa3011805
Harold Chirino,MIL,sa917637
Haylen Green,CHW,sa3017716
Matt Hartman,,sa3008498
Zack Brown,,sa738901
Nathan Bates,,sa875717
Josh Maciejewski,NYY,sa3007581
Ben Hecht,CHC,sa738501
Melvi Acosta,,sa917401
Ervin Santana,,3200
Parker Markel,,12106
Rio Gomez,BOS,sa3004676
Joe Gatto,,sa828693
Luis Avilán,,2882
Liu Fuenmayor,ARI,sa3003126
Blake Townsend,SEA,sa3010125
Ryan Moseley,,sa738670
JD Hammer,,19548
Juan Nunez,TOR,sa828600
Bowden Francis,TOR,20548
Joan Baez,,sa828412
Brad Case,PIT,sa3007613
Durbin Feltman,BOS,sa3007959
Ike Schlabach,,sa875796
Adam Lau,,sa876250
Brad Peacock,,5401
Darin Gillies,,sa875269
Carlos Navas,,sa550615
Cody Carroll,,17664
Edwuin Bencomo,SDP,sa917763
Brandon Brennan,,13527
Rogelio Armenteros,,17679
Phillip Diehl,,20030
Alex Moore,,sa3011534
Nick Jones,LAA,sa3017419
Andrew Brown,,sa918255
Matt Bowman,,13528
Alex Manasa,,sa3004213
James Meeker,MIL,sa3017476
Samuel Reyes,CHC,sa3003036
Jasier Herrera,,sa873294
